nombre,cif,fecha_inicio,ultimo_anyo,ventas_euros,n_empleados,provincia,ciudad,calle,lon,lat,codigo_descripcion,codigo,descripcion,pagina_web,telefono,descripcion_adecuada,x1,x2,grupo,etiqueta
WENGLOR SISTEMAS DE SENSORES S.L.,B63773428,2005-02-11,2024-12-31,4347226,15,Valencia,VALENCIA,"PJ DE VENTURA FELIU, 15",-0.38371,39.4623,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,Comercio al por mayor de equipos electrónicos y sensores.,www.wenglor.com,+34 93/4987548,comercio equipo electrónico sensor,9.872619,7.969421,0,0_servicio_actividad_objeto_desarrollo
IBC SOLAR SAU,A97716286,2006-02-17,2024-12-31,4341684,11,Valencia,VALENCIA,"CALLE GRAN VIA DEL MARQUES DEL TURIA, 24 - 2 2",-0.37066,39.46598,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,Prestación de servicios técnicos y comerciales en el sector fotovoltáico.,www.ibc-solar.es,+34 67/4228553,prestación servicio técnico comercial sector fotovoltáico,8.688434,3.4871972,0,0_servicio_actividad_objeto_desarrollo
BKOOL SOCIEDAD LIMITADA,B98125024,2009-02-23,2023-12-31,4334030,50,Valencia,LOSA DEL OBISPO,"PZ CONSTITUCION, 11",-0.87169,39.69501,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,Sistema de tecnologia de la información para la práctica del deporte,www.bkool.com,,sistema tecnologia información práctica deporte,13.143482,1.779156,0,0_servicio_actividad_objeto_desarrollo
FOREDU SOLUTIONS SOCIEDAD LIMITADA.,B98749104,2015-07-02,2024-12-31,4315052,6,Valencia,VALENCIA,"CALLE BELGICA, 12 - 3 12",-0.35587,39.47316,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,Comercio al por mayor de equipos electrónicos como portátiles y tablets.,www.foredu.es,+34 65/7875129,comercio equipo electrónico portátil tablet,9.876453,7.9261036,0,0_servicio_actividad_objeto_desarrollo
OPEN FINANCE S.L.,B97204671,2002-04-08,2023-12-31,4314259,-1,Valencia,VALENCIA,"CL MONGES DE SANTA CATERINA, 8, 2ª",-0.37189,39.47067,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Gestión y explotación de consultoría informática.,www.openfinance.es,+34 96/0454600,gestión explotación consultoría informático,11.554207,-1.2049623,1,1_gestión_empresarial_consultoría_explotación
IDASA SISTEMAS S.L.U.,B53445144,2000-03-13,2024-12-31,4308887,34,Alicante,ELX/ELCHE,"CALLE SEVERO OCHOA, 20 - 2 E",-0.61061,38.29306,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Desarrollo y soporte de programas informáticos,www.rosmiman.com,+34 96/5681655,desarrollo soporte programa informático,12.326765,4.1629896,0,0_servicio_actividad_objeto_desarrollo
NAIRN TELECOM SLU,B98901796,2017-03-17,2023-12-31,4296451,88,Valencia,GANDIA,"AVENIDA DE LA MEDICINA, 9 - 2",-0.17149,38.96402,Otras actividades de telecomunicaciones,6190.0,Servicios de telecomunicaciones para empresas.,www.nairntelecom.es,+34 96/2042556,servicio telecomunicación empresa,8.505462,6.3783426,0,0_servicio_actividad_objeto_desarrollo
MOLDEXPRESS SL,B62864046,2002-04-20,2024-12-31,4274689,46,Valencia,MASSAMAGRELL,"CALLE ENERGIA (POL INDUSTRIAL BOBALAR), 8",-0.33056042,39.5702506,Actividades de consultoría de gestión empresarial,7022.0,"Servicios administrativos y gestión de empresarial, cabecera del grupo.",www.moldtrans.com,+34 96/3040202,servicio administrativo gestión empresarial cabecero grupo,12.5165825,1.0660565,0,0_servicio_actividad_objeto_desarrollo
RED RAKE TECH SOCIEDAD LIMITADA.,B98863053,2016-10-17,2024-12-31,4260139,19,Valencia,VALENCIA,"AVENIDA DE CATALUNYA, 9 - ENT B",-0.35539,39.47884,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"El diseño, desarrollo, producción, integración, operación, mantenimiento y comercialización de sistemas, soluciones y productos que hagan uso de las tecnologías de la información",,,diseño desarrollo producción integración operación mantenimiento comercialización sistema solución producto hacer tecnología información,12.365378,4.323212,0,0_servicio_actividad_objeto_desarrollo
AZIGRENE CONSULTORES SL,B97233092,2002-07-03,2024-12-31,4245086,61,Valencia,VALENCIA,"AVENIDA DELS GERMANS MARISTES, 28 - OFICINA D",-0.36155,39.45367,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,Consultoría e Ingeniería Energética,www.azigrene.es,+34 96/3301641,consultoría ingeniería energética,8.570619,2.718075,0,0_servicio_actividad_objeto_desarrollo
PROYECTOS GRUPO EUROTABACO SL,B54175187,2006-10-31,2023-12-31,4219874,5,Alicante,BENIDORM,"AVENIDA MONTECARLO, 4",-0.10342,38.53443,Actividades de consultoría de gestión empresarial,7022.0,"LA ADQUISICION, TENENCIA Y DISFRUTE DE VALORES MOBILIARIOS O PARTICIPACIONES REPRESENTANTIVAS DEL CAPITAL SOCIAL DE OTRAS ENTIDADES O SOCIEDADES, DEDICADAS A CUALQUIER GENERO DE LICITO COMERCIO CON LA FINALIDAD DE LLEVAR",www.get.es,+34 96/5864750,adquisicion tenencia disfrute valores mobiliarios participaciones representantivas capital social entidades sociedades dedicadas genero licito comercio finalidad,10.219113,0.27465132,0,0_servicio_actividad_objeto_desarrollo
SAGAFLUID SL,B12862447,2011-02-28,2023-12-31,4213752,9,Valencia,VALENCIA,"CALLE CIRIL AMOROS, 76",-0.36685,39.46919,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,Servicios técnicos de ingeniería para el sector industrial.,www.sagafluid.com,+34 96/4529631,servicio técnico ingeniería sector industrial,7.8347445,3.0908213,0,0_servicio_actividad_objeto_desarrollo
INTERBEVERAGE SERVICES SL,B79295184,1989-11-28,2023-12-31,4186496,25,Valencia,TORRENT,"CL HORT DE SORIANO, 25",-0.50095688,39.44374224,Actividades de consultoría de gestión empresarial,7022.0,Consultoria de administracion y finanzas,,+34 91/6918350,consultoria administracion finanza,11.908884,1.1965876,0,0_servicio_actividad_objeto_desarrollo
F1 CONNECTING S.L.,B96883541,1999-06-14,2023-12-31,4174170,83,Valencia,VALENCIA,"CALLE PEPE ALBA, 1 - BJ",-0.34882,39.46808,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Programación informática y consultoría informática.,,+34 90/2153827,programación informática consultoría informático,13.967107,0.76015717,0,0_servicio_actividad_objeto_desarrollo
DIGITAL SUN STUDIOS SOCIEDAD LIMITADA.,B98516321,2013-02-15,2023-12-31,4173345,49,Valencia,VALENCIA,"CALLE DEL SERPIS, 68 - ENT 7",-0.34241443,39.47396691,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Creación y programación de videojuegos.,www.wildframemedia.com,+34 96/1634843,creación programación videojuego,11.853548,3.6014988,0,0_servicio_actividad_objeto_desarrollo
SINGULARU EMPRENDE SOCIEDAD LIMITADA.,B40516676,2018-07-25,2024-03-31,4142101,2,Valencia,VALENCIA,"CALLE COLON, 20 - 14",-0.37337,39.468,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"Prestación de servicios de consultoría de gestión empresarial, formación, cesión de marca para comercios, y, en particular, los servicios de asesoramiento económico, administrativo, contable y de marketing. La dirección, coordinación, asesoramiento y apoyo a sociedades participadas o aquellas socied",,,prestación servicio consultoría gestión empresarial formación cesión marca comercio particular servicio asesoramiento económico administrativo contable marketing dirección coordinación asesoramiento apoyo sociedad participado socied,11.487387,1.0300022,0,0_servicio_actividad_objeto_desarrollo
DIVERSUAL SL.,B42657205,2019-07-02,2023-12-31,4136956,14,Alicante,SANT JOAN D'ALACANT,"AVENIDA MIGUEL HERNANDEZ, 62 - LOC 15",-0.42780542,38.40240779,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",4791.0,Comercio al por menor por correspondencia o Internet,,,comercio menor correspondencia internet,9.7632065,11.331995,5,5_correspondencia_internet_menor_comercio
ABNET SOLUCIONES Y CONSULTORIA SOCIEDAD LIMITADA.,B98865298,2016-10-26,2024-12-31,4132826,20,Valencia,VALENCIA,"CALLE TORRETA DE MIRAMAR, 14 - BJ",-0.36331,39.48837,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,"La Sociedad tiene por objeto y finalidad. CNAE: (6209) Otros servicios relacionados con las tecnologías de la información y la informática. La prestación de toda clase de servicios y gestiones y elaboración de estudios, proyectos e informes sobre servicios de telecomunicaciones, así como compraventa",www.abenetsoluciones.com,+34 96/3121104,sociedad objeto finalidad cnae 6209 servicio relacionado tecnología información informática prestación clase servicio gestión elaboración estudio proyecto informe servicio telecomunicación compraventa,13.799541,3.4804971,0,0_servicio_actividad_objeto_desarrollo
CANESPA MARKETING SL,B54519376,2010-09-21,2023-12-31,4131459,4,Alicante,SANT VICENT RASPEIG/SAN VICENTE R.,"CALLE SERRA MARIOLA, 24",-0.53587,38.43043,Otras actividades de telecomunicaciones,6190.0,Distribución de telefonía principalmente y de pequeños electrodomésticos.,www.canespa.es,+34 96/5117381,distribución telefonía principalmente pequeño electrodoméstico,9.430868,6.764689,0,0_servicio_actividad_objeto_desarrollo
EXFO TELECOM SPAIN SOCIEDAD LIMITADA.,B97958680,2007-10-19,2024-08-31,4127110,52,Valencia,PATERNA,"CALLE NARCIS MONTURIOL I ESTARRIOL, 6",-0.46494,39.5495,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,Servicios técnicos de ingeniería y telecomunicación.,www.exfo.com,+34 96/1826611,servicio técnico ingeniería telecomunicación,7.870164,3.1379235,0,0_servicio_actividad_objeto_desarrollo
SUMINISTROS ELECTRICOS LA PLANA SL,B12431789,1996-07-15,2024-12-31,4123756,3,Castellón,ALMASSORA,"POLIGONO CENTRO EMPRESARIAL LA PLANA (CL ALMAGAVERS), 37",-0.1415417,39.9806145,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,Venta al mayor de material eléctrico,www.suelpla.com,+34 96/4630484,ventar material eléctrico,10.334317,6.524955,0,0_servicio_actividad_objeto_desarrollo
CUALICONTROL ACI SA,A28604858,1979-11-27,2024-12-31,4066516,68,Valencia,VALENCIA,"CL SANTA AMALIA, 2, ENTRESUELO 2º. D-1. ED. TORRES DEL TURIA",-0.37295,39.48119,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Servicios prestados a empresas, en concreto de calidad, inspección reglamentaria, organismo de control",www.tuv-nord.es,+34 91/7663133,servicio prestado empresa concreto calidad inspección reglamentario organismo control,9.408675,3.1092308,0,0_servicio_actividad_objeto_desarrollo
TETRA PROYECTOS SL,B97688584,2006-01-17,2024-12-31,4062002,25,Valencia,PICANYA,"CALLE LA FOIA (POL INDUSTRIAL ALQUERIA MORET), 1",-0.42751,39.43795,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Servicios técnicos de ingeniería, diseño y construcción de máquinas especiales.",www.tetraing.com,+34 96/1591832,servicio técnico ingeniería diseño construcción máquina especial,8.175559,3.1165712,0,0_servicio_actividad_objeto_desarrollo
TIQUE EON COMPANY SL.,B74422429,2017-02-06,2024-12-31,4060913,9,Alicante,JAVEA/XABIA,"CL NICCOLO PAGANINI, 25",0.22744,38.73866,Otras actividades de telecomunicaciones,6190.0,"CNAE: 6190. En aquellas acctividades que tuvieran carácter profesional la sociedad actuará como mediadora o intermediaria. Objeto: -Constultoría. -Representación, mediación, promoción, intermediación, poniendo en relación a comprador y vendedor. -Dirección y gestión integral de los recursos globales",www.tiekom.com,+34 67/9116375,cnae 6190 acctividad tener carácter profesional sociedad actuar mediadora intermediario objeto -constultoriar -representación mediación promoción intermediación poner relación comprador vendedor -dirección gestión integral recurso global,14.707686,3.1928322,0,0_servicio_actividad_objeto_desarrollo
GREENE ENTERPRISE SL.,B54543525,2011-01-27,2023-12-31,4040198,57,Alicante,ELX/ELCHE,"CALLE MARTIN I SOLER (ELCHE PQ. INDUSTRIAL), 18",-0.61456338,38.29577327,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,Montaje de plantas de gasificación y valoración de residuos,www.greene.es,+34 96/5999929,montaje planta gasificación valoración residuo,10.633019,2.90815,0,0_servicio_actividad_objeto_desarrollo
DATAMARAN EREVALUE SOCIEDAD LIMITADA.,B98887516,2017-01-20,2024-12-31,4003285,44,Valencia,VALENCIA,"CALLE POETA QUEROL, 9 - 1 2",-0.37414,39.47149,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,"El desarrollo y comercialización de plataformas tecnológicas y servicios de consultoría, tecnología del tratamiento automático del lenguaje y análisis de datos",www.datamaran.com,+34 96/1942999,desarrollo comercialización plataforma tecnológico servicio consultoría tecnología tratamiento automático lenguaje análisis dato,12.858904,2.7639933,0,0_servicio_actividad_objeto_desarrollo
QUATTRE INTERNET SL,B98168206,2009-07-13,2024-12-31,3982131,30,Valencia,RAFELBUNYOL,"CALLE ALGUIXOS, 5",-0.32832,39.58488,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,Servicios de telecomunicaciones.,www.quattre.com,+34 96/1126346,servicio telecomunicación,8.510103,6.376083,0,0_servicio_actividad_objeto_desarrollo
NUEVAS TECNICAS DE AUTOMATIZACION INDUSTRIAL SL,B96492442,1995-11-21,2023-12-31,3960315,38,Valencia,SILLA,"AVENIDA PALMAR, 9",-0.40738,39.37184,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,Servicios de automatización industrial.,www.nutai.com,+34 96/1767085,servicio automatización industrial,13.223425,-0.11031815,0,0_servicio_actividad_objeto_desarrollo
INSTEIMED SA,A97194302,2002-03-04,2024-12-31,3951358,23,Valencia,PAIPORTA,"CALLE ACEQUIA RASCANYA, 3",-0.4059,39.42835,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,Planificación y desarrollo de proyectos de ingeniería.,www.insteimed.com,+34 96/3304596,planificación desarrollo proyecto ingeniería,8.396577,2.7675586,0,0_servicio_actividad_objeto_desarrollo
ISIGENERE SL,B54390786,2008-12-19,2023-12-31,3938836,21,Alicante,BENEIXAMA,"CALLE CONSTITUCION, 19 - PLT 1",-0.76462,38.70061,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Prestación de servicios de ingeniería, arquitectura, consultoría técnica en el sector agrícola y ganadero, industrial, energético, comercial y de servicios, residencial y turístico.",www.isigenere.com,+34 86/5612910,prestación servicio ingeniería arquitectura consultoría técnico sector agrícola ganadero industrial energético comercial servicio residencial turístico,8.7416935,3.1316063,0,0_servicio_actividad_objeto_desarrollo
RIBERA SALUD PROYECTOS SL,B98283682,2010-08-05,2024-12-31,3934964,8,Valencia,VALENCIA,"AVENIDA DE LES CORTS VALENCIANES, 58",-0.40151959,39.49530437,Actividades de consultoría de gestión empresarial,7022.0,"a) La organización y prestación de asistencia socio-sanitaria tanto en régimen ambulatorio, hospitalario como domiciliario y de urgencias. b) La organización y prestación de asistencia sanitaria médico-quirúrgica y especializada, mediante la administración, explotación y/o tenencia de edificaciones.",,,organización prestación asistencia socio-sanitario régimen ambulatorio hospitalario domiciliario urgencia organización prestación asistencia sanitario médico-quirúrgico especializado administración explotación tenencia edificación,11.376021,1.4027832,0,0_servicio_actividad_objeto_desarrollo
GLOBALTEC SERVICIOS TECNICOS SL.,B98893688,2017-02-17,2024-12-31,3907497,20,Valencia,VALENCIA,"CALLE DEL GUADALQUIVIR, 54",-0.37696,39.43076,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico. La instalación, montaje, reparación y mantenimiento de todo tipo de instalaciones eléctricas. Las instalaciones y reparación de fontanería y calefacción y gas. Montaje, reparación y mantenimiento de todo",,,servicio técnico ingeniería actividad relacionado asesoramiento técnico instalación montaje reparación mantenimiento tipo instalación eléctrico instalación reparación fontanería calefacción montaje reparación mantenimiento,9.234902,3.7056816,0,0_servicio_actividad_objeto_desarrollo
