nombre,cif,fecha_inicio,ultimo_anyo,ventas_euros,n_empleados,provincia,ciudad,calle,lon,lat,codigo_descripcion,codigo,descripcion,pagina_web,telefono,descripcion_adecuada,x1,x2,grupo,etiqueta
NOISE MEDIA SL.,B54838966,2015-02-05,2024-12-31,214476,2,Alicante,ALICANTE/ALACANT,"CALLE MARQUES DE MOLINS, 54 - PISO 3 IZ",-0.49144,38.34952,"Programación, consultoría y otras actividades relacionadas con la informática",6209.0,Servicios relacionados con las tecnologías de la información y la informática. Producción audiovisual y editorial. Actividades de formación,,,servicio relacionado tecnología información informática producción audiovisual editorial actividad formación,13.312783,1.8864361,0,0_servicio_actividad_objeto_desarrollo
OPTIMIZE CLINIC SL.,B98801319,2016-01-22,2024-12-31,214177,-1,Valencia,PAIPORTA,"CALLE SAN JOSE, 3",-0.41981,39.42658,Actividades de consultoría de gestión empresarial,7022.0,"ARTICULO 2 . OBJETO SOCIAL. La Sociedad tiene como objeto: . La prestación de servicios de consultoría, asesoramiento para la gestión integral de empresas, y la formación continuada de sus empleados, así como la consultoría y asesoramiento en la gestión de centros sanitarios. En la Clasificación Nac",,,articulo objeto social sociedad objeto prestación servicio consultoría asesoramiento gestión integral empresa formación continuado empleado consultoría asesoramiento gestión centro sanitario clasificación,14.667727,4.5317774,0,0_servicio_actividad_objeto_desarrollo
PERPIÑA PROYECTOS SOCIEDAD LIMITADA.,B98942212,2017-10-01,2023-12-31,214157,1,Valencia,VALENCIA,"PASAJE DEL DOCTOR BARTUAL MORET, 5 - ENT K",-0.3566,39.47751,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"1. Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico. Con CNAE 7112, siendo esta la actividad principal de la sociedad. 2. La prestación de servicios y realización de estudios de consultoría, proyectos de ingeniería y obras de instalaciones, asistencia té",,+34 63/5474595,servicio técnico ingeniería actividad relacionado asesoramiento técnico cnae actividad principal sociedad prestación servicio realización estudio consultoría proyecto ingeniería obra instalación asistencia,9.026363,3.4831638,0,0_servicio_actividad_objeto_desarrollo
ARIADNA SOFTWARE SL,B96470190,1995-10-02,2024-12-31,213799,3,Valencia,VALENCIA,"PASAJE DE VENTURA FELIU, 13 - PISO 2 ENT IZ",-0.38337,39.46223,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,EXPLOTACION ELECTRONICA POR TERCEROS. COMERCIO MENOR MAQUINAS Y EQUIPOS OFICINA.,www.ariadnasw.com,+34 96/3805579,explotacion electronico terceros comercio menor maquinas equipos oficina,11.832741,8.084223,0,0_servicio_actividad_objeto_desarrollo
TELLYOU SOCIEDAD LIMITADA.,B98882665,2017-01-27,2024-12-31,213772,3,Valencia,CATARROJA,"AVENIDA RAMON Y CAJAL, 1 - BJ",-0.403,39.40411,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"""ARTICULO 2º. OBJETO. La Sociedad tendrá por objeto: CNAE 4742. -Promoción y venta al por menor de productos y servicios de telecomunicaciones, para la sociedad de la información y accesorios a los mismos. Promoción y venta al por menor de productos de informática, videojuegos y sus accesorios. La.",,,articulo objeto sociedad objeto cnae -promoción venta menor producto servicio telecomunicación sociedad información accesorio promoción venta menor producto informática videojuego accesorio,14.098145,5.1385913,0,0_servicio_actividad_objeto_desarrollo
INGENIERIA DE PROGRAMACION Y SISTEMAS SL.,B98530736,2013-04-10,2020-12-31,213698,3,Valencia,VALENCIA,"CALLE MESTRE GUERRERO, 10 - 31",-0.39284,39.47356,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"-El diseño, desarrollo y comercialización de software, incluyendo diseño de páginas web, diseño de plataformas de comercio electrónico, gestión y comercialización de espacios publicitarios contenidos en las mismas, así comotodas aquellas actividades relacionadas con el diseño, desarrollo y comerci",www.inprosis.es,,diseño desarrollo comercialización software incluir diseño página diseño plataforma comercio electrónico gestión comercialización espacio publicitario contenido comotoda actividad relacionado diseño desarrollo comerci,12.148056,3.3241491,0,0_servicio_actividad_objeto_desarrollo
LEGIOPREV SL,B97541312,2005-01-13,2024-12-31,213493,5,Alicante,ALCOI/ALCOY,"CALLE MURILLO, 22 - BJ",-0.48523,38.6937,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Control de Plagas, prevención de Legionella, Mantenimiento de Piscinas. Protección madera frente a termitas y carcoma. Empresa de sanidad ambiental. Toma muestras de Agua potable, desinfección de depósitos. Asesoria técnica frente a Legionella,",www.legioprev.com,,control plagas prevención legionella mantenimiento piscinas protección madera frente termita carcoma empresa sanidad ambiental tomar muestra agua potable desinfección depósito asesoria técnico frente legionella,9.201827,3.3979,0,0_servicio_actividad_objeto_desarrollo
INVERSIONES VALIENTE GALLART SL.,B98538598,2013-05-09,2024-12-31,213461,-1,Valencia,VALENCIA,"CALLE ISABEL DE VILLENA, 45",-0.32593,39.47697,Actividades de consultoría de gestión empresarial,7022.0,"El objeto social lo constituye. La compraventa e intermediación de toda clase de fincas rusticas y urbanas, la promoción y construcción sobre las mismas de toda clase de edificaciones, su rehabilitación, venta o arrendamiento no financiero, y la construcción de toda clase de obras públicas o privada",,+34 96/3920527,objeto social constituir compraventa intermediación clase finca rustica urbano promoción construcción clase edificación rehabilitación venta arrendamiento financiero construcción clase obra público privado,9.282194,1.2117908,0,0_servicio_actividad_objeto_desarrollo
AMS JENSEN SOLUCIONES SL,B54550223,2011-03-01,2016-12-31,213396,1,Alicante,SANT VICENT RASPEIG/SAN VICENTE R.,"CAMINO LA PROVIDENCIA, 29",-0.50862,38.39955,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4652.0,"Compraventa al por mayor, incluidas la importación y la exportación de todo tipo de material eléctrico, electrónico y de iluminación, así como de suscomponentes, accesorios y complementos. La actuación como intermediario del comercio consistente en poner en relación a comprador y vendedor o bien e",,,compraventa incluir importación exportación tipo material eléctrico electrónico iluminación suscomponent accesorio complemento actuación intermediario comercio consistente relación comprador vendedor,12.644123,5.9367056,0,0_servicio_actividad_objeto_desarrollo
BITT INGENIERIA Y SISTEMAS SOCIEDAD LIMITADA.,B40651010,2020-03-12,2024-12-31,213123,2,Valencia,L'ALCUDIA DE CRESPINS,"CALLE VIAL LA COSTERA (POL INDUSTRIAL EL CANAR), 28 - H POL INDUSTRIAL EL CANAR",-0.61625,38.96801,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"- La prestación de servicios de ingeniería. - La fabricación, reparación y venta de todo tipo de maquinaria",www.bitt.es,+34 96/3769491,prestación servicio ingeniería fabricación reparación venta tipo maquinaria,11.228173,5.969573,0,0_servicio_actividad_objeto_desarrollo
GIRBAL SL,B98153968,2009-05-29,2023-12-31,213059,3,Valencia,SUECA,"CALLE DEL PARC, 13 - PTA A 7",-0.24645,39.2263,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"O. LA SOCIEDAD TENDRA POR OBJETO: A) LA PROMOCION, CONSTRUCCION, VENTA Y ARRENDAMIENTO, NO FINACIERO, DE BIENES INMUEBLES, RUSTICOS Y URBANOS POR NATURALEZA. -B) REALIZACION DE TODOS LOS TRABAJOS DE INGENIERIA Y ARQUITEC",,,sociedad tendra objeto promocion construccion venta arrendamiento finaciero bienes inmuebles rusticos urbanos naturaleza realizacion trabajo ingenieria arquitec,9.377145,0.95399255,0,0_servicio_actividad_objeto_desarrollo
GESTIWEB INTEGRACION DE SOLUCIONES WEB SL,B97211643,2002-04-23,2023-12-31,212948,6,Valencia,ONTINYENT,"CALLE DE LA FOS, 1 - 1 POL INDUSTRIAL EL ALTET",-0.58481798,38.86099012,"Proceso de datos, hosting y actividades relacionadas; portales web",6311.0,"Desarrollo de ERP de software para empresas, B2B, B2C y SGA.",www.gestiweb.com,+34 96/2916159,desarrollo software empresa,12.42767,4.7142477,0,0_servicio_actividad_objeto_desarrollo
SOFTPI IBERICA SOCIEDAD LIMITADA.,B40533374,2018-10-19,2024-12-31,212650,2,Valencia,VALENCIA,"PLAZA D'HONDURES, 26 - BJ IZ",-0.34285,39.47354,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"Consultoría informática y nuevas tecnologías, intermediación en consultoría informática y nuevas tecnologías, procesamiento y entrada de datos, asesoría fiscal, fabricación y comercialización de hardware, software, mantenimiento y instalación de los sistemas de hardware y software, redes locales y c",,,consultoría informática tecnología intermediación consultoría informático tecnología procesamiento entrada dato asesoer fiscal fabricación comercialización hardware software mantenimiento instalación sistema hardware software local,12.734862,2.7495954,0,0_servicio_actividad_objeto_desarrollo
MASO EFICIENCIA Y SERVICIOS SOCIEDAD LIMITADA.,B98644081,2014-06-03,2024-12-31,212390,4,Valencia,VALENCIA,"CALLE TORRETA DE MIRAMAR, 24 - BJ IZ",-0.36444,39.48915,Actividades de consultoría de gestión empresarial,7022.0,"-Los estudios, proyectos, auditorías en el más amplio sentido energético, adquisición, promoción asesoramiento, administración, gestión o explotación de negocios relacionados con el sector energético, producción y venta de energía. (Código de Actividad Económica, según Clasificación Nacional de Act",www.masoeficiencia.com,+34 65/8559458,estudio proyecto auditoría amplio sentido energético adquisición promoción asesoramiento administración gestión explotación negocio relacionado sector energético producción venta energía código actividad económica clasificación nacional,10.776953,2.6414273,0,0_servicio_actividad_objeto_desarrollo
ARO-K ENERGY SOCIEDAD LIMITADA.,B05314174,2021-04-01,2023-12-31,212373,1,Valencia,VALENCIA,"CALLE DE VILA-REAL, 1 - 5 17",-0.36696,39.48728,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"Actividad principal: CNAE 7112. Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico. Otras actividades: La venta, alquiler e instalación de equipos para la optimización energética. La prestación de servicios energéticos y de mejora de la eficiencia ene",,+34 96/2252705,actividad principal cnae servicio técnico ingeniería actividad relacionado asesoramiento técnico actividad venta alquiler instalación equipo optimización energético prestación servicio energético mejora eficiencia,9.231621,3.5914402,0,0_servicio_actividad_objeto_desarrollo
FORAMEN OVAL SOCIEDAD LIMITADA PROFESIONAL,B67629972,2021-10-06,2024-12-31,212229,1,Valencia,VALENCIA,"CALLE DEL REVEREND JOSE MARTI, 5",-0.3606,39.48633,Actividades de consultoría de gestión empresarial,7022.0,"El ejercicio de la actividad profesional propia de la medicina y con la especialidad de cirugía plástica, estética y reparadora.",,+34 68/9642940,ejercicio actividad profesional medicina especialidad cirugía plástico estética reparadora,7.0646977,2.234547,0,0_servicio_actividad_objeto_desarrollo
RA I BU SL,B12241311,1990-11-13,2014-12-31,212209,3,Castellón,ALMASSORA,"CALLE SAN FERNANDO, 8",-0.06009,39.94911,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"CONSULTING DE INGENIERIA, PRESTACION DE SERVICIOS A EMPRESA Y PROMOCION DE TODA CLASE DE OBRAS",,,consulting ingenieria prestacion servicios empresa promocion clase obras,8.209227,3.0482283,0,0_servicio_actividad_objeto_desarrollo
HELIO YAGO S.L.,B96433917,1995-05-17,2006-12-31,211849,1,Valencia,GODELLA,"CALLE SALVADOR GINER, 43",-0.41059,39.51829,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,"EL DESARROLLO DE APLICACIONES INFORMATICAS, CONSULTORIA INFORMATICA, LA ELABORACION Y EDICION DE REVISTAS TECNICAS INFORMATICAS Y LA REALIZACION Y ELABORACION DE LIBROS TECNICOS, COMO EDITORA Y AUTOR CURSILLOS DE INICIAC",www.g2k.es,+34 96/3634317,desarrollo aplicación informaticas consultoria informatica elaboracion edicion revistas tecnicas informatica realizacion elaboracion libros tecnicos editora autor cursillos iniciac,12.462197,3.3176925,0,0_servicio_actividad_objeto_desarrollo
BRABUS ILLICE SL.,B42603704,2018-10-08,2022-12-31,211788,-1,Alicante,ELX/ELCHE,"CALLE JOSE LUIS NAVARRO CAMPELLO, 6 - BL A 2 2",-0.67074,38.27393,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"La adquisición, tenencia y venta de participaciones en el capital social de entidades jurídicas con la finalidad de dirigir y gestionar tales participaciones si lo permite el porcentaje de participación. También la prestación de servicios de gestión y administración de tales entidades. Actividades d",,,adquisición tenencia venta participación capital social entidad jurídico finalidad dirigir gestionar participación permitir porcentaje participación prestación servicio gestión administración entidad actividades,10.239986,0.29424772,0,0_servicio_actividad_objeto_desarrollo
SUPPLIES & TECHNOLOGIES SL.,B98487218,2012-11-07,2024-12-31,211772,5,Valencia,CULLERA,"CALLE SANTA ANA, 23",-0.25175,39.16453,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"(CNAE 4741). Compraventa de artículos y consumibles informáticos, servicios de telefonía móvil, compraventa de artículos de regalo personalizados, servicio técnico informático y servicio de copistería. (CNAE 4762) El comercio al por menor de periodicos y artículos de papelería en establecimientos es.",www.masqtinta.es,+34 96/2038063,cnae compraventa artículo consumibl informático servicio telefonía móvil compraventa artículo regalo personalizado servicio técnico informático servicio copistería cnae comercio menor periodico artículo papeleer establecimiento,13.473216,6.0507274,0,0_servicio_actividad_objeto_desarrollo
GREEN LEVANTE ESTUDIOS SOCIEDAD LIMITADA.,B44523884,2019-05-02,2024-12-31,211755,2,Castellón,CASTELLON DE LA PLANA/CASTELLO DE L,"CALLE CANALEJAS, 94",0.01489,39.9747,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"-La prestación de todo tipo de servicios relacionados con la ingeniería industrial. -La gestión integral de proyectos de construcción, consultoría y asesoramiento técnico de proyectos de ingeniería y arquitectura",,+34 62/9808890,prestación tipo servicio relacionado ingeniería industrial gestión integral proyecto construcción consultoría asesoramiento técnico proyecto ingeniería arquitectura,8.961256,2.6735892,0,0_servicio_actividad_objeto_desarrollo
GAVINES GEST SOCIEDAD LIMITADA,B96484308,1995-11-13,2023-12-31,211687,2,Valencia,VALENCIA,"AVENIDA PINARS, 75 - 11",-0.32386553,39.35532088,Actividades de diseño especializado,7410.0,"La gestión, dirección y asesoramiento de empresas, públicas o privadas. CNAE 7022. - El diseño, desarrollo, producción, integración, operación, mantenimiento y comercialización de sistemas, soluciones y productos, incluidos los que hagan uso de las tecnologías de la información (diseño infográfico y.",www.gavinesgest.es,+34 67/0649516,gestión dirección asesoramiento empresa pública privado diseño desarrollo producción integración operación mantenimiento comercialización sistema solución producto incluir hacer tecnología información diseño infográfico,10.668173,1.1739115,0,0_servicio_actividad_objeto_desarrollo
INDIGO DENIM SL.,B42566323,2018-03-16,2023-12-31,211635,2,Alicante,MURO DE ALCOY,"AVENIDA VALENCIA, 2 - 1",-0.43983,38.78094,Actividades de consultoría de gestión empresarial,7022.0,"Gestión, consultoría, administración y auxiliares de apoyo a las empresas. Servicios de dirección, planificación estratégica, investigación, desarrollo e innovación. Importación y exportación de todo tipo de productos y mercancías. Marketing online. Comunicación, estrategia online y social media",,,gestión consultoría administración auxiliar apoyo empresa servicio dirección planificación estratégico investigación desarrollo innovación importación exportación tipo producto mercancía marketing online comunicación estrategia online social,11.675659,1.7341664,0,0_servicio_actividad_objeto_desarrollo
ASESORES JURIDICOS IBERMARK SOCIEDAD LIMITADA.,B96611348,1977-01-17,2007-12-31,211481,-1,Valencia,VALENCIA,"CALLE LINARES, 2 - 1",-0.39208,39.46905,Actividades de consultoría de gestión empresarial,7022.0,"PRESTACION DE SERVICIOS EN LAS SIGUIENTES MATERIAS. GESTION ADMINISTRATIVA, PROPIEDAD INDUSTRIAL, ASESORAMIENTO JURIDICO, ASESORAMIENTO CONTABLE, PUBLICIDAD, RELACIONES PUBLICAS Y SIMILARES, AGENTES COLEGIADOS DE LA PROP",,+34 96/3845040,prestacion servicios siguientes materias gestion administrativo propiedad industrial asesoramiento juridico asesoramiento contable publicidad relación publicas similar agente colegiado prop,11.228135,1.2370851,0,0_servicio_actividad_objeto_desarrollo
SEMPER CONFIDENTIA GESTION Y SEGURIDAD SL,B54519715,2010-09-23,2023-12-31,211215,3,Alicante,ELDA,"CALLE PABLO IGLESIAS, 25 - ESC 1 2",-0.79629163,38.47399042,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,La gestión y seguridad documental,,+34 96/6187432,gestión seguridad documental,11.506935,-1.1202614,1,1_gestión_empresarial_consultoría_explotación
MAMINE SOCIEDAD ESTRATEGICA SOCIEDAD LIMITADA.,B40562563,2019-02-13,2021-12-31,211160,1,Valencia,VALENCIA,"CALLE PEREZ PUJOL, 4 - 4",-0.37494,39.47014,Actividades de consultoría de gestión empresarial,7022.0,"a) Actividad principal: La prestación de servicios de consultoría de gestión empresarial. Con Calificación Nacional Actividades Económicas (CNAE) número 7022. La sociedad también podrá realizar las siguientes actividades: b) La intermediación en el asesoramiento o consultoría financiera, económica y",,,actividad principal prestación servicio consultoría gestión empresarial calificación nacional actividades económicas cnae número sociedad siguiente actividad intermediación asesoramiento consultoría financiero económico,13.775201,1.4568335,0,0_servicio_actividad_objeto_desarrollo
APPS SQUARE SL.,B42690743,2020-01-09,2023-12-31,210936,6,Alicante,ROJALES,"AVENIDA ANTONIO QUESADA (UR DOÑA PEPA), 59",-0.71043991,38.04893273,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"Actividades de programación informática. Actividades de consultoría informática. Servicios de desarrollo, despliegue y soporte de aplicaciones informáticas integrales. Servicios públicos de alojamiento, hospedaje y aplicaciones. Gestión y administración de aplicaciones informáticas en centros de",,,actividad programación informático actividad consultoría informático servicio desarrollo despliegue soporte aplicación informático integral servicio público alojamiento hospedaje aplicación gestión administración aplicación informático centro,13.621428,2.027718,0,0_servicio_actividad_objeto_desarrollo
SUMINISTROS HOSTELEROS ALBAIDA SL.,B98900244,2017-03-10,2024-12-31,210814,1,Valencia,ALBAIDA,"CALLE 8 DE MARÇ, 4",-0.52585175,38.84221171,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",4791.0,"- Venta por internet de productos para la hostelería; de limpieza, higiene y aseo personal; de aparatos eléctricos y electrodomésticos; de artículos de menaje, ferretería y regalo; de muebles, lámparas y artículos de decoración; de ropa, calzado y artículos de piel. (Código CNAE 4791)",www.shalbaida.com,+34 69/0844266,ventar internet producto hostelería limpieza higienir aseo personal aparato eléctrico electrodoméstico artículo menaje ferreteer regalo mueble lámpara artículo decoración ropa calzado artículo piel código cnae,10.674715,6.443682,0,0_servicio_actividad_objeto_desarrollo
GEMINIS TOOLS SOCIEDAD LIMITADA.,B40537334,2018-11-06,2024-12-31,210579,3,Valencia,VALENCIA,"PLAZA D'HONDURES, 26 - BJ",-0.34285,39.47354,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,"1. La realización de estudios para la protección del medio ambiente y eficiencia energética y el desarrollo y explotación de herramientas de mediación y control referidas a dichas cuestiones. 2. Desarrollo de Aplicaciones de Software, tanto para producción propia con la finalidad de su explotación c",www.geministools.com,+34 68/3673671,realización estudio protección ambiente eficiencia energético desarrollo explotación herramienta mediación control referido dicho cuestión desarrollo aplicaciones software producción finalidad explotación,10.796161,2.8087566,0,0_servicio_actividad_objeto_desarrollo
ARQUETIPO CONSULTORIA Y GESTION SL,B12701538,2005-12-23,2024-12-31,210500,1,Castellón,CASTELLO DE LA PLANA,"CALLE MOYANO, 8 - PISO 1 3",-0.03744,39.98258,Actividades de consultoría de gestión empresarial,7022.0,"PRESTACION DE SERVICIOS EN MATERIA FISCAL, ECONOMICA, FINANCIERA, LABORAL, CONTABLE Y COMERCIAL",www.arquetipoconsultoria.com,+34 96/4257219,prestacion servicios materia fiscal economica financiera laboral contable comercial,11.674412,0.30239058,0,0_servicio_actividad_objeto_desarrollo
WEBSYSTEM MARKETING DIGITAL SL.,B44839447,2023-03-10,2024-12-31,210332,3,Valencia,VALENCIA,"CALLE PINTOR PASQUAL CAPUZ, 21 - BJ IZ",-0.39624,39.46233,"Programación, consultoría y otras actividades relacionadas con la informática",6201.0,Mantenimiento de microprocesadores y seguimiento de datos incorporados. Tratamiento de textos e imágenes de diversas obras cuando se realiza la actividad de modo independiente es decir no destinadas a su producción impresa sino por cuenta y encargo de terceros. Elaboración de software de juegos para,www.websystem.es,+34 67/2056858,mantenimiento microprocesador seguimiento dato incorporado tratamiento texto imagen obra realizar actividad independiente destinado producción impreso encargo tercero elaboración software juegos,13.531334,4.281422,0,0_servicio_actividad_objeto_desarrollo
AEROPLANO LAB SOCIEDAD DE RESPONSABILIDAD LIMITADA.,B02941672,2020-12-17,2023-12-31,210089,-1,Valencia,VALENCIA,"CALLE CALIXT III, 9 - 14",-0.38739,39.47185,Actividades de consultoría de gestión empresarial,7022.0,Actividad principal: 70.22 / Otras actividades de consultoría de gestión empresarial,,,actividad principal 70.22 actividad consultoría gestión empresarial,14.20148,1.5087291,0,0_servicio_actividad_objeto_desarrollo
SCS LOGISTICS IBERICA SOCIEDAD LIMITADA.,B16973638,2021-10-05,2024-12-31,210082,3,Valencia,VALENCIA,"AVENIDA D'ARAGO, 30 - PISO 1 1",-0.35728,39.47173,Actividades de consultoría de gestión empresarial,7022.0,Actividades anexas al transporte terrestre. Agencia de transporte,,+34 62/4233178,actividades anexas transporte terrestre agencia transporte,10.649068,2.6873238,0,0_servicio_actividad_objeto_desarrollo
HGF GRUPO EMPRESARIAL SL.,B42548685,2017-12-28,2024-12-31,210000,1,Alicante,ELCHE/ELX,"CALLE JAIME GOMEZ ORTS, 8 - PISO 7 A",-0.67961,38.27706,Actividades de consultoría de gestión empresarial,7022.0,"1. La tenencia por cuenta propia de acciones o participaciones en entidades de todo tipo, tengan o no personalidad jurídica y la dirección y gestión, por cuenta propia, de dichas participaciones o acciones mediante la correspondiente organización de medios materiales y personales. 2. La dirección y",,,tenencia acción participación entidad tipo tengan personalidad jurídico dirección gestión dicho participación acción correspondiente organización medio material personal dirección,10.359826,0.48409328,0,0_servicio_actividad_objeto_desarrollo
CIBER TIEMPO REAL SISTEMAS SOCIEDAD LIMITADA.,B09609694,2022-01-10,2024-12-31,209935,2,Valencia,VALENCIA,"CALLE GINECOLOGA MANUELA SOLIS CLARAS, 75 - 12 A",-0.35909,39.45119,"Programación, consultoría y otras actividades relacionadas con la informática",6202.0,"ARTICULO 2. OBJETO. A efectos de lo dispuesto en el artículo 20 de la Ley 14/2013 de Emprendedores de 27 de septiembre, esta sociedad tiene el CNAE PRINCIPAL ""6202"", que se corresponde con la actividad de ""Actividades de Consultoría Informática"" y su objeto lo constituye: - La prestación de servic",www.cibertrs.com,+34 96/0644201,articulo objeto efectos dispuesto artículo emprendedores septiembre sociedad cnae principal 6202 corresponder actividad actividades consultoría informática objeto constituir prestación servic,15.449386,5.629643,6,6_septiembre_dispuesto_efectos_emprendedores
FERRER INGENIEROS SL,B97280556,2003-01-01,2023-12-31,209689,1,Valencia,VALENCIA,"CALLE VICENT LA RODA, 6 - BJ DR",-0.3316,39.48037,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,LA ELABORACION DE INFORMES TECNICOS Y PERICIALES DE INGENIERIA Y ASESORAMIENTO DE EMPRESAS EN ESTA MATERIA.,www.figroup.eu,+34 96/3311703,elaboracion informes tecnicos periciales ingenieria asesoramiento empresas materia,8.681959,3.1849263,0,0_servicio_actividad_objeto_desarrollo
INFOVIRO SL,B12792842,2008-05-02,2024-12-31,209333,1,Castellón,LA VALL D'UIXO,"CALLE PADRE MELIA, 16 - BJ",-0.23054,39.82175,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,4741.0,"COMERCIO AL POR MENOR DE MUEBLES, MAQUINAS Y EQUIPOS DE OFICINA Y TODA CLASE DE PRODUCTOS INFORMATICOS, PRESTACION DE TODOS AQUELLOS SERVICIOS ACCESORIOS RELACIONADOS CON EL DESARROLLO DE DICHA ACTIVIDAD, TALES COMO LA I",,,comercio menor muebles maquina equipos oficina clase productos informaticos prestacion servicios accesorio relacionados desarrollo dicha actividad,11.776497,8.099581,0,0_servicio_actividad_objeto_desarrollo
GLAN WESTERN EUROPE SOCIEDAD LIMITADA.,B10703635,2022-05-19,2024-12-31,209026,1,Castellón,CASTELLO DE LA PLANA,"AVENIDA FERRANDIS SALVADOR, 69 - ESC 2 2 3",0.03304524,40.00975904,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"la reparación y mantenimiento naval; la inspección, certificación y mantenimiento de barcos y embarcaciones; la inspección, certificación y mantenimiento de edificios; la comercialización de productos y elementos de seguridad marítima, su mantenimiento, alquiler, revisión y reparación; la compravent",,+34 65/1646157,reparación mantenimiento naval inspección certificación mantenimiento barco embarcación inspección certificación mantenimiento edificio comercialización producto elemento seguridad marítimo mantenimiento alquiler revisión reparación compravent,12.01893,4.2779574,0,0_servicio_actividad_objeto_desarrollo
SPACIO INGENIERIA SL,B54347851,2008-05-12,2019-12-31,208874,3,Alicante,ALICANTE/ALACANT,"AVENIDA MAISONNAVE, 41 - OFICINA 7 CD",-0.49218,38.34328,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"LA REALIZACION DE TODO TIPO DE ACTIVIDADES Y TRABAJOS RELACIONADOS CON LA TOPOGRAFIA. LA PROYECCION, DIRECCION, CONTROL Y EJECUCION DE TODO TIPO DE OBRA CIVIL. LA COMPRAVENTA PARCELACION, CONSTRUCCION, PROMOCION Y REHABI",www.spacioingenieria.es,+34 63/0741947,realizacion tipo actividades trabajo relacionado topografia proyeccion direccion control ejecucion tipo obra civil compraventa parcelacion construccion promocion rehabi,9.642191,2.1121292,0,0_servicio_actividad_objeto_desarrollo
ECOFUTUR RENOVABLES SOCIEDAD LIMITADA,B98111487,2009-01-07,2024-12-31,208850,2,Valencia,VALENCIA,"CALLE POETA QUEROL, 7 - 3",-0.37416,39.47169,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112.0,"LA SOCIEDAD TENDRA POR OBJETO, LA PROMOCION, COMERCIALIZACION, FABRICACION, Y VENTA DE DISPOSITIVOS RELACIONADOS CON ENERGIAS ALTERNATIVAS, SOLAR, EOLICA O DE CUALQUIER OTRO TIPO; PROYECTOS DE INGENIERIA ENERGETICA EN TO",www.ecofutur.es,+34 61/9821287,sociedad tendra objeto promocion comercializacion fabricacion venta dispositivos relacionados energias alternativas solar eolica tipo proyecto ingenieria energetico,10.085317,4.1330996,0,0_servicio_actividad_objeto_desarrollo
VALENTIA3.2020 SOCIEDAD LIMITADA.,B02900314,2020-12-09,2023-12-31,208762,-1,Valencia,PATERNA,"CALLE COETERS, 9 - BJ A",-0.44923608,39.51369861,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490.0,"La negociación, adquisición, transmisión y gestión de participaciones y valores representativos de los fondos propios en sociedades mercantiles pudiendo al efecto (i) constituir o participar, en concepto de socio o accionista, en otras sociedades, cualquiera que sea su naturaleza u objeto, incluso e",,,negociación adquisición transmisión gestión participación valor representativo fondo sociedad mercantil poder efecto constituir participar concepto socio accionista sociedad naturaleza objeto,15.266665,4.329929,0,0_servicio_actividad_objeto_desarrollo
